,name,company,year,Price,kms_driven,fuel_type
491,Suzuki Vitara Brezza,Maruti,2017.0,725000.0,36000,Diesel
492,Verna 1.6 CRDI E,Hyundai,2016.0,195000.0,56000,Diesel
493,Suzuki Swift VXI BSIII,Maruti,2007.0,130000.0,62000,Petrol
495,Suzuki Omni Select Variant,Maruti,2014.0,190000.0,6020,Petrol
496,Amaze,Honda,2013.0,250000.0,55700,Diesel
497,Indica,Tata,2005.0,80000.0,42000,Petrol
498,Santro Xing,Hyundai,2003.0,120000.0,50000,Petrol
499,Suzuki Zen Estilo,Maruti,2010.0,149000.0,35000,Petrol
500,Suzuki Wagon R LXI BS IV,Maruti,2014.0,250000.0,18500,Petrol
501,Suzuki Wagon R,Maruti,2007.0,120000.0,7000,Petrol
502,Brio VX AT,Honda,2017.0,450000.0,11000,Petrol
504,Suzuki Zen LXi BSII,Maruti,2003.0,99999.0,53000,Petrol
505,Suzuki Zen Estilo LXI Green CNG,Maruti,2008.0,135000.0,23000,Petrol
506,Suzuki Wagon R Select Variant,Maruti,2016.0,225000.0,35500,Diesel
507,Suzuki Alto LXi BS III,Maruti,2010.0,99000.0,22134,Petrol
508,Kwid RXT,Renault,2019.0,370000.0,1000,Petrol
509,Nano Lx BSIV,Tata,2010.0,52000.0,9000,Petrol
510,XE XE Portfolio,Jaguar,2016.0,2800000.0,8500,Petrol
512,Eon Magna Plus,Hyundai,2014.0,190000.0,35000,Petrol
513,City 1.5 S MT,Honda,2014.0,499000.0,22000,Petrol
514,Motors Ambassador,Hindustan,2002.0,90000.0,25000,Diesel
515,Suzuki Ritz GENUS VXI,Maruti,2010.0,149000.0,40000,Petrol
516,Grand i10 Magna AT 1.2 Kappa VTVT,Hyundai,2017.0,400000.0,20000,Petrol
517,Eon D Lite Plus,Hyundai,2016.0,120000.0,87000,Petrol
518,Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2015.0,250000.0,55000,Petrol
519,Suzuki Wagon R VXI BS IV,Maruti,2017.0,375000.0,23000,Petrol
520,Amaze 1.2 VX i VTEC,Honda,2014.0,381000.0,6000,Petrol
521,Suzuki Estilo VXi ABS BS IV,Maruti,2013.0,180000.0,65000,Petrol
522,Suzuki Vitara Brezza LDi O,Maruti,2016.0,580000.0,25000,Diesel
523,Suzuki Eeco 5 STR WITH AC HTR,Maruti,2015.0,278000.0,39000,Petrol
525,Creta 1.6 SX Plus Petrol AT,Hyundai,2016.0,1000000.0,8000,Petrol
526,Scorpio Vlx BSIV,Mahindra,2013.0,690000.0,75000,Diesel
527,Suzuki Ertiga VDi,Maruti,2012.0,480000.0,51000,Diesel
528,Lancer 1.8 LXi,Mitsubishi,2006.0,85000.0,50000,Petrol
529,Suzuki  800 AC,Maruti,2001.0,40000.0,75000,Petrol
530,Suzuki Alto 800 LXI CNG O,Maruti,2015.0,90000.0,55800,Petrol
531,Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2015.0,340000.0,53000,Petrol
532,Eon D Lite Plus,Hyundai,2018.0,260000.0,25000,Petrol
533,Fiesta SXi 1.6 ABS,Ford,2009.0,250000.0,56400,Petrol
534,Suzuki Ritz VDi,Maruti,2010.0,180000.0,72160,Diesel
535,Verna Fluidic New,Hyundai,2012.0,350000.0,10000,Diesel
536,Suzuki Wagon R LXi BS III,Maruti,2006.0,90001.0,48000,Petrol
537,Suzuki Estilo LX BS IV,Maruti,2007.0,115000.0,36000,Petrol
538,A6 2.0 TDI Premium,Audi,2012.0,1599000.0,11500,Diesel
539,Suzuki Wagon R LXi BS III,Maruti,2003.0,130000.0,133000,Petrol
540,Suzuki Wagon R,Maruti,2009.0,159000.0,27000,Petrol
541,Suzuki Wagon R,Maruti,2009.0,160000.0,35000,Petrol
542,Suzuki Alto,Maruti,2010.0,110000.0,55000,Petrol
543,Suzuki Baleno Sigma 1.2,Maruti,2016.0,425000.0,40000,Petrol
544,Verna 1.6 SX VTVT AT,Hyundai,2019.0,900000.0,2000,Petrol
545,Suzuki Swift GLAM,Maruti,2009.0,150000.0,45000,Petrol
546,Getz Prime 1.3 GVS,Hyundai,2009.0,110000.0,20000,Petrol
547,Santro,Hyundai,2000.0,51999.0,88000,Petrol
548,Getz Prime 1.3 GLX,Hyundai,2009.0,115000.0,20000,Petrol
549,Beat PS Diesel,Chevrolet,2012.0,215000.0,65422,Diesel
550,EcoSport Trend 1.5 Ti VCT,Ford,2017.0,580000.0,10000,Petrol
551,Suzuki Dzire ZXI,Maruti,2013.0,380000.0,35000,Petrol
552,Fluidic Verna 1.6 CRDi SX,Hyundai,2013.0,350000.0,117000,Diesel
553,Indica V2 DLG,Tata,2005.0,35000.0,150000,Diesel
554,X1 xDrive20d xLine,BMW,2011.0,1150000.0,72000,Diesel
555,i20 Asta 1.2,Hyundai,2010.0,300000.0,10750,Petrol
556,City 1.5 V AT,Honda,2009.0,269000.0,55000,Petrol
557,Nano,Tata,2013.0,60000.0,6800,Petrol
558,Cruze LTZ AT,Chevrolet,2014.0,400000.0,41000,Diesel
559,Verna Fluidic New,Hyundai,2015.0,430000.0,73000,Diesel
561,Suzuki Swift Dzire VDi,Maruti,2011.0,140000.0,65000,Diesel
562,XUV500 W6,Mahindra,2014.0,8500003.0,45000,Diesel
563,XUV500 W10,Mahindra,2018.0,1299000.0,40000,Diesel
564,Suzuki Alto K10 LXi CNG,Maruti,2014.0,199000.0,37000,Petrol
565,Accent GLE,Hyundai,2006.0,90000.0,55000,Petrol
566,Motors One SUV,Force,2013.0,550000.0,140000,Diesel
568,Suzuki Alto,Maruti,2019.0,265000.0,9800,Petrol
569,Spark 1.0 LT,Chevrolet,2011.0,100000.0,27000,Petrol
570,i10,Hyundai,2009.0,215000.0,27000,Petrol
571,Etios Liva GD,Toyota,2012.0,380000.0,20000,Diesel
572,Duster 85PS Diesel RxL Optional with Nav,Renault,2013.0,401919.0,57923,Diesel
573,Enjoy,Chevrolet,2014.0,490000.0,30201,Diesel
574,Suzuki Alto 800 Lxi,Maruti,2017.0,280000.0,6200,Petrol
575,5 Series 530i,BMW,2009.0,650000.0,37518,Petrol
576,Etios Liva G,Toyota,2014.0,160000.0,24652,Petrol
578,Beat LS Diesel,Chevrolet,2016.0,225000.0,95000,Diesel
579,Cruze LTZ,Chevrolet,2011.0,350000.0,35000,Diesel
580,Wrangler Unlimited 4x4 Diesel,Jeep,2015.0,950000.0,3528,Diesel
581,Suzuki Ertiga VDi,Maruti,2013.0,485000.0,52500,Diesel
582,Verna VGT CRDi SX ABS,Hyundai,2010.0,205000.0,47900,Diesel
583,Suzuki Omni,Maruti,2012.0,160000.0,14000,Petrol
584,Suzuki Celerio VDi,Maruti,2018.0,310000.0,37000,Petrol
585,Zest Quadrajet 1.3,Tata,2017.0,180000.0,90000,Diesel
586,XUV500 W6,Mahindra,2013.0,549900.0,52800,Diesel
587,Indigo CS eLX BS IV,Tata,2016.0,150000.0,104000,Diesel
588,i10 Era,Hyundai,2011.0,175000.0,30000,Petrol
589,Indigo eCS LX TDI BS III,Tata,2014.0,95000.0,195000,Diesel
590,Indigo LX TDI BS III,Tata,2016.0,230000.0,104000,Diesel
591,Indigo eCS LX CR4 BS IV,Tata,2016.0,230000.0,104000,Diesel
592,Indigo Marina LS,Tata,2004.0,180000.0,70000,Diesel
594,Xcent SX 1.2,Hyundai,2015.0,400000.0,43000,Diesel
595,Eon Magna Plus,Hyundai,2013.0,185000.0,23000,Petrol
596,Duster 85 PS RxL Diesel,Renault,2015.0,385000.0,51000,Diesel
597,Suzuki Alto K10 LXi CNG,Maruti,2009.0,90000.0,62000,Petrol
598,Nano LX Special Edition,Tata,2010.0,32000.0,48008,Petrol
600,Duster 110 PS RxZ Diesel,Renault,2013.0,435000.0,39000,Diesel
601,Suzuki Wagon R AX BSIV,Maruti,2010.0,225000.0,40000,Petrol
602,Suzuki Swift,Maruti,2006.0,189700.0,48247,Petrol
603,Suzuki Ertiga,Maruti,2012.0,389700.0,39000,Diesel
604,Suzuki Swift VXi 1.2 ABS BS IV,Maruti,2014.0,365000.0,23000,Petrol
605,Suzuki Alto K10 New,Maruti,2017.0,360000.0,9400,Petrol
606,i20 Magna,Hyundai,2010.0,210000.0,50000,Petrol
607,i10 Magna 1.2,Hyundai,2009.0,170000.0,75000,Petrol
609,Zest XE 75 PS Diesel,Tata,2017.0,380000.0,70000,Diesel
610,Xylo E8,Mahindra,2009.0,295000.0,64000,Diesel
611,Corolla Altis GL Petrol,Toyota,2010.0,185000.0,55000,Petrol
612,Manza Aqua Quadrajet,Tata,2014.0,160000.0,200000,Diesel
615,Kwid 1.0,Renault,2018.0,290000.0,2137,Petrol
617,Venture EX 8 STR,Tata,2013.0,100000.0,30000,Diesel
618,Suzuki Swift Dzire Tour LXi,Maruti,2014.0,315000.0,44000,Petrol
620,Octavia Classic 1.9 TDI MT,Skoda,2006.0,114990.0,65000,Diesel
621,Suzuki Omni LPG BS IV,Maruti,2012.0,120000.0,160000,LPG
622,Beat Diesel,Chevrolet,2011.0,125000.0,56000,Diesel
623,Sumo Gold EX BS IV,Tata,2012.0,210000.0,75000,Diesel
625,Verna 1.6 CRDI SX,Hyundai,2018.0,855000.0,42000,Diesel
627,Scorpio 2.6 CRDe,Mahindra,2007.0,260000.0,56000,Diesel
628,Suzuki Zen LXi BS III,Maruti,2002.0,95000.0,10544,Petrol
629,Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2011.0,255000.0,64000,Petrol
630,Scorpio SLX 2.6 Turbo 8 Str,Mahindra,2008.0,300000.0,70000,Diesel
631,Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2014.0,340000.0,25000,Petrol
632,Elite i20 Sportz 1.2,Hyundai,2017.0,550000.0,15000,Petrol
633,Ikon 1.6 Nxt,Ford,2003.0,60000.0,50000,Petrol
636,Innova 2.5 V 7 STR,Toyota,2011.0,750000.0,147000,Diesel
637,Sunny XL,Nissan,2011.0,230000.0,52000,Petrol
638,Beat LT Diesel,Chevrolet,2012.0,130000.0,90001,Diesel
639,Suzuki Alto 800 Lxi,Maruti,2017.0,270000.0,21000,Petrol
640,Suzuki Swift VDi BS IV,Maruti,2012.0,280000.0,48006,Diesel
642,Suzuki Swift,Maruti,2012.0,280000.0,48006,Diesel
644,Innova 2.0 G4,Toyota,2012.0,600000.0,80000,Diesel
646,Suzuki Swift VDi ABS,Maruti,2010.0,190000.0,74000,Diesel
647,Elite i20 Asta 1.2,Hyundai,2015.0,500000.0,22000,Petrol
648,XUV500 W10,Mahindra,2016.0,1065000.0,41000,Diesel
649,Polo Trendline 1.5L D,Volkswagen,2015.0,350000.0,25000,Diesel
650,Etios Liva Diesel,Toyota,2012.0,350000.0,85000,Diesel
651,TUV300 T4 Plus,Mahindra,2016.0,540000.0,29500,Diesel
652,Elite i20 Asta 1.2,Hyundai,2015.0,470000.0,30000,Petrol
653,Santro Xing GLS,Hyundai,2014.0,179000.0,57000,Petrol
654,Suzuki Zen LXi BS III,Maruti,2003.0,48000.0,60000,Petrol
655,Suzuki Ciaz ZXi Plus RS,Maruti,2016.0,650000.0,50000,Petrol
656,Eon Era Plus,Hyundai,2013.0,190000.0,39700,Petrol
657,Elantra 1.8 S,Hyundai,2012.0,500000.0,65000,Petrol
658,Suzuki Swift VDi,Maruti,2010.0,270000.0,67000,Diesel
659,Suzuki Zen Estilo LXI Green CNG,Maruti,2008.0,125000.0,46000,Petrol
660,Eon Era Plus,Hyundai,2012.0,188000.0,38000,Petrol
661,Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2016.0,380000.0,27000,Petrol
662,Verna Fluidic New,Hyundai,2011.0,365000.0,43000,Diesel
663,EcoSport Trend 1.5L Ti VCT,Ford,2014.0,465000.0,47000,Petrol
664,i20 Magna,Hyundai,2011.0,240000.0,42000,Petrol
665,Beat Diesel,Chevrolet,2016.0,179999.0,19336,Diesel
666,Indica eV2 LS,Tata,2015.0,140000.0,60105,Diesel
667,XF 2.2 Diesel Luxury,Jaguar,2013.0,2190000.0,29000,Diesel
668,Q5 2.0 TDI quattro Premium Plus,Audi,2014.0,2390000.0,34000,Diesel
669,3 Series 320d Sedan,BMW,2011.0,1075000.0,35000,Diesel
670,Suzuki Swift ZXi 1.2 BS IV,Maruti,2015.0,475000.0,22000,Petrol
671,X1 sDrive20d,BMW,2012.0,1025000.0,41000,Diesel
672,Suzuki S Cross Sigma 1.3,Maruti,2016.0,615000.0,21000,Diesel
673,Suzuki Ertiga LDi,Maruti,2013.0,475000.0,48000,Diesel
674,Suzuki Alto K10 VXi AMT,Maruti,2016.0,270000.0,38000,Petrol
675,City SV,Honda,2014.0,475000.0,34000,Diesel
676,Vento Comfortline Petrol,Volkswagen,2011.0,240000.0,45933,Petrol
677,City 1.5 EXi New,Honda,2005.0,120000.0,68000,Petrol
678,A4 2.0 TDI 177bhp Premium,Audi,2016.0,1900000.0,44000,Diesel
679,KUV100,Mahindra,2017.0,360000.0,35000,Diesel
680,Zest XE 75 PS Diesel,Tata,2018.0,450000.0,102563,Diesel
681,XUV500 W8,Mahindra,2015.0,900000.0,28600,Diesel
682,Suzuki Swift Dzire Tour VDi,Maruti,2017.0,650000.0,41800,Diesel
683,Sumo Gold LX BS IV,Tata,2014.0,275000.0,116000,Diesel
684,Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2009.0,210000.0,59000,Petrol
685,Scorpio 2.6 SLX,Mahindra,2004.0,175000.0,58000,Diesel
686,Suzuki Omni 8 STR BS III,Maruti,2009.0,85000.0,45000,Petrol
687,Pajero Sport Limited Edition,Mitsubishi,2015.0,1490000.0,42590,Diesel
688,Duster,Renault,2014.0,800000.0,7400,Diesel
689,Jetta Comfortline 1.9 TDI AT,Volkswagen,2009.0,450000.0,54500,Diesel
690,Suzuki Ertiga Vxi,Maruti,2012.0,1000000.0,200000,Diesel
691,A4 2.0 TDI 177bhp Premium,Audi,2013.0,1510000.0,27000,Diesel
692,S80 Summum D4,Volvo,2015.0,1850000.0,42000,Diesel
693,Corolla Altis VL AT Petrol,Toyota,2014.0,790000.0,29000,Petrol
694,Pajero Sport 2.5 AT,Mitsubishi,2015.0,1725000.0,37000,Diesel
695,Beat LT Petrol,Chevrolet,2012.0,135000.0,36000,Petrol
696,X1,BMW,2011.0,1000000.0,34000,Diesel
697,Redi GO S,Datsun,2018.0,299999.0,7000,Petrol
698,Benz C Class C 220 CDI Avantgarde,Mercedes,2009.0,1225000.0,76000,Diesel
699,Scorpio SLX,Mahindra,2004.0,175000.0,60000,Diesel
700,Vento Comfortline Diesel,Volkswagen,2011.0,200000.0,95000,Diesel
701,Indigo CS GLS,Tata,2017.0,270000.0,50000,Diesel
703,City ZX GXi,Honda,2006.0,180000.0,50000,Petrol
704,Suzuki Wagon R Duo Lxi,Maruti,2008.0,140000.0,68000,Petrol
705,EcoSport Trend 1.5L TDCi,Ford,2014.0,400000.0,16000,Petrol
706,Suzuki Swift Dzire VDi,Maruti,2016.0,499000.0,51000,Diesel
707,Suzuki Omni 8 STR BS III,Maruti,2009.0,85000.0,56000,Petrol
708,Suzuki Zen LX BSII,Maruti,2004.0,70000.0,100000,Petrol
709,Duster RxL Petrol,Renault,2015.0,550000.0,36000,Petrol
710,Suzuki Swift VXi 1.2 BS IV,Maruti,2014.0,370000.0,11523,Petrol
711,Suzuki Baleno Zeta 1.2,Maruti,2018.0,690000.0,1000,Petrol
712,WR V S MT Petrol,Honda,2009.0,250000.0,60000,Petrol
713,Indigo CS eLX BS IV,Tata,2016.0,110000.0,85000,Diesel
714,Duster 110 PS RxL Diesel,Renault,2013.0,490000.0,38600,Diesel
715,Scorpio LX BS III,Mahindra,2009.0,320000.0,95500,Diesel
716,Suzuki Zen LXi BS III,Maruti,2004.0,68000.0,56000,Petrol
717,Suzuki Wagon R LXi BS III,Maruti,2014.0,130000.0,37458,Petrol
718,Suzuki SX4 Celebration Diesel,Maruti,2016.0,970000.0,85960,Diesel
719,A3 Cabriolet 40 TFSI,Audi,2015.0,3100000.0,12516,Petrol
720,Eon D Lite Plus,Hyundai,2018.0,280000.0,35000,Petrol
722,Scorpio SLX,Mahindra,2008.0,285000.0,80000,Diesel
724,Santro AE GLS Audio,Hyundai,2011.0,165000.0,45000,Petrol
726,Suzuki Swift Dzire Tour VDi,Maruti,2009.0,250000.0,51000,Diesel
729,Xylo D2 BS IV,Mahindra,2011.0,390000.0,48000,Diesel
730,Santro,Hyundai,2003.0,60000.0,51000,Petrol
731,Beat LT Diesel,Chevrolet,2015.0,215000.0,90000,Diesel
732,Suzuki Swift Dzire VDi,Maruti,2015.0,475000.0,43000,Diesel
733,XUV500 W8,Mahindra,2015.0,899000.0,53000,Diesel
734,Fortuner 3.0 4x4 MT,Toyota,2013.0,1499000.0,97000,Diesel
735,Suzuki Alto K10 VXi,Maruti,2013.0,240000.0,20000,Petrol
736,Getz GLE,Hyundai,2007.0,99000.0,55000,Petrol
737,Suzuki Swift Dzire Tour LDi,Maruti,2014.0,260000.0,120000,Diesel
739,Santro Xing XL AT eRLX Euro III,Hyundai,2007.0,115000.0,46000,Petrol
740,Santro Xing XL eRLX Euro III,Hyundai,2009.0,88000.0,43200,Petrol
741,Xylo D2 BS IV,Mahindra,2011.0,390000.0,56000,Diesel
742,Santro Xing XL eRLX Euro III,Hyundai,2007.0,135000.0,42000,Petrol
743,Indica V2 DLS BS III,Tata,2009.0,90000.0,30600,Diesel
744,i10 Sportz 1.2,Hyundai,2011.0,220000.0,38000,Petrol
745,Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2017.0,424999.0,2550,Petrol
746,Santro Xing XL AT eRLX Euro III,Hyundai,2007.0,135000.0,47000,Petrol
747,City 1.5 E MT,Honda,2005.0,95000.0,41000,Petrol
748,Micra XL,Nissan,2017.0,430000.0,62500,Diesel
749,City 1.5 S Inspire,Honda,2005.0,115000.0,68000,Petrol
750,Suzuki Alto 800 Lxi,Maruti,2015.0,215000.0,50000,Petrol
751,Suzuki Wagon R LX BS III,Maruti,2004.0,53000.0,69000,Petrol
752,Suzuki Ertiga VDi,Maruti,2012.0,500000.0,48000,Diesel
753,Indica eV2 eXeta eGLX,Tata,2012.0,85000.0,55000,Diesel
754,Suzuki Omni E 8 STR BS IV,Maruti,2013.0,165000.0,25000,Petrol
755,Eon Era Plus,Hyundai,2014.0,200000.0,28400,Petrol
756,Eon,Hyundai,2014.0,200000.0,28000,Petrol
757,Suzuki Swift LDi,Maruti,2015.0,425000.0,42000,Diesel
759,Verna 1.6 CRDI SX Plus AT,Hyundai,2012.0,600000.0,29000,Diesel
760,Tavera LS B3 10 Seats BSII,Chevrolet,2005.0,130000.0,68485,Diesel
761,Tiago Revotron XM,Tata,2018.0,430000.0,3500,Petrol
765,Suzuki Zen LXi BS III,Maruti,2006.0,71000.0,32000,Petrol
766,KUV100 K8 D 6 STR,Mahindra,2018.0,560000.0,8000,Diesel
767,EcoSport Titanium 1.5 TDCi,Ford,2014.0,590000.0,34000,Diesel
768,Motors Ambassador Classic Mark 4 – Befo,Hindustan,1995.0,750000.0,37000,Petrol
769,Fusion 1.4 TDCi Diesel,Ford,2007.0,125000.0,85455,Diesel
770,Santro Xing XL AT eRLX Euro III,Hyundai,2007.0,135000.0,46000,Petrol
771,Santro,Hyundai,2002.0,60000.0,47000,Petrol
772,Linea Emotion 1.4 L T Jet Petrol,Fiat,2009.0,120000.0,64000,Petrol
773,Ikon 1.3 Flair Josh 100,Ford,2008.0,95000.0,46000,Petrol
774,Suzuki Omni E 8 STR BS IV,Maruti,2017.0,240000.0,8000,Petrol
775,Indica V2 LS,Tata,2012.0,115000.0,64000,Diesel
776,Scorpio S4,Mahindra,2015.0,795000.0,63000,Diesel
777,Santro Xing XL eRLX Euro III,Hyundai,2007.0,55000.0,65000,Petrol
778,Xylo D2,Mahindra,2009.0,300000.0,62000,Diesel
779,Grand i10 Asta 1.2 Kappa VTVT,Hyundai,2014.0,320000.0,41000,Petrol
780,Suzuki Alto 800 Lxi,Maruti,2015.0,265000.0,14000,Petrol
781,Corolla,Toyota,2006.0,160000.0,40000,Petrol
782,Eon Magna,Hyundai,2017.0,300000.0,1600,Petrol
783,Sumo Grande MKII GX,Tata,2010.0,130000.0,90000,Diesel
784,Suzuki Swift VDi,Maruti,2011.0,250000.0,58000,Diesel
785,Polo Highline1.2L P,Volkswagen,2013.0,380000.0,27000,Petrol
786,Suzuki Alto 800 Lx,Maruti,2003.0,42000.0,60000,Petrol
787,Tiago Revotron XZ,Tata,2017.0,400000.0,31000,Petrol
788,Suzuki Swift LDi,Maruti,2009.0,120000.0,90000,Diesel
789,Suzuki Swift VDi,Maruti,2009.0,120000.0,90000,Diesel
790,Indigo eCS,Tata,2016.0,130000.0,150000,Diesel
791,Beat LS Diesel,Chevrolet,2014.0,189000.0,31000,Diesel
793,Xylo E8 BS IV,Mahindra,2011.0,365000.0,43000,Diesel
794,Eon D Lite Plus,Hyundai,2013.0,170000.0,20000,Petrol
804,Sumo Gold FX BSIII,Tata,2013.0,215000.0,100000,Petrol
813,Nano,Tata,2013.0,60000.0,7000,Petrol
814,Elite i20,Hyundai,2017.0,599999.0,31000,Petrol
815,i10 Magna 1.2 Kappa2,Hyundai,2009.0,400000.0,33000,Petrol
816,Creta,Hyundai,2016.0,900000.0,60000,Diesel
817,Polo,Volkswagen,2013.0,299999.0,48000,Diesel
818,Suzuki Dzire,Maruti,2014.0,374999.0,33000,Petrol
819,Bolt XM Petrol,Tata,2015.0,600000.0,15000,Petrol
820,Suzuki Alto 800 Lx,Maruti,2005.0,70000.0,47000,Petrol
821,Suzuki Alto,Maruti,2005.0,100000.0,40000,Petrol
823,Suzuki Ritz,Maruti,2010.0,150000.0,38000,Diesel
824,Suzuki Alto 800 Lxi,Maruti,2017.0,225000.0,12500,Petrol
825,Suzuki Dzire,Maruti,2009.0,210000.0,42000,Petrol
827,i20 Asta,Hyundai,2014.0,425000.0,31000,Petrol
828,Suzuki Swift Select Variant,Maruti,2008.0,162000.0,60000,Diesel
829,Indica V2 DLX BS III,Tata,2005.0,60000.0,80000,Diesel
830,Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,2014.0,650000.0,77000,Diesel
831,Innova 2.5 E 8 STR,Toyota,2012.0,750000.0,75000,Diesel
832,Xylo E8,Mahindra,2010.0,375000.0,40000,Diesel
833,i20 Magna 1.2,Hyundai,2011.0,230000.0,47000,Petrol
834,Suzuki Omni,Maruti,2000.0,35999.0,60000,Petrol
835,KUV100,Mahindra,2016.0,380000.0,26500,Petrol
836,KUV100 K8 6 STR,Mahindra,2019.0,560000.0,2875,Petrol
837,Go Plus,Datsun,2016.0,285000.0,13900,Petrol
838,Endeavor 4x4 Thunder Plus,Ford,2019.0,2900000.0,9000,Diesel
839,Indica V2,Tata,2005.0,39999.0,80000,Diesel
840,Santro Xing GL,Hyundai,2006.0,85000.0,60000,Petrol
841,Suzuki Wagon R 1.0 VXi,Maruti,2016.0,395000.0,20000,Petrol
842,Suzuki Swift Select Variant,Maruti,2008.0,175000.0,58000,Diesel
843,Suzuki Alto 800 Lx,Maruti,2019.0,400000.0,1500,Petrol
844,Innova 2.5 Z Diesel 7 Seater,Toyota,2011.0,750000.0,75000,Diesel
846,Suzuki Alto 800,Maruti,2016.0,250000.0,2450,Petrol
847,Suzuki Alto AX,Maruti,2019.0,425000.0,1625,Petrol
849,Polo Highline1.2L P,Volkswagen,2017.0,525000.0,45000,Petrol
850,Logan,Mahindra,2009.0,130000.0,65000,Diesel
851,Suzuki 800 Std BS III,Maruti,2000.0,30000.0,33400,Petrol
852,Scorpio,Mahindra,2011.0,475000.0,60123,Diesel
853,Sail 1.2 LS,Chevrolet,2013.0,300000.0,28000,Petrol
855,Santro AE GLS Audio,Hyundai,2003.0,60000.0,70000,Petrol
856,Suzuki Wagon R VXi Minor,Maruti,2006.0,100000.0,7000,Petrol
857,Eon,Hyundai,2018.0,260000.0,25000,Petrol
858,Manza,Tata,2015.0,100000.0,100000,Diesel
860,Etios G,Toyota,2013.0,265000.0,42000,Petrol
862,Qualis,Toyota,2003.0,180000.0,100000,Diesel
863,Santro Xing,Hyundai,2004.0,45000.0,137495,Petrol
864,Indica eV2 LS,Tata,2016.0,50500.0,91200,Diesel
865,City 1.5 S MT,Honda,2009.0,270000.0,55000,Petrol
866,Zest XE 75 PS Diesel,Tata,2017.0,290000.0,120000,Diesel
867,Quanto C4,Mahindra,2013.0,325000.0,63000,Diesel
868,Indigo eCS LX CR4 BS IV,Tata,2016.0,160000.0,104000,Diesel
869,Suzuki Swift Dzire,Maruti,2016.0,350000.0,146000,Diesel
870,Elite i20,Hyundai,2011.0,290000.0,40000,Petrol
871,i20 Select Variant,Hyundai,2011.0,290000.0,40000,Petrol
872,Tavera Neo,Chevrolet,2007.0,465000.0,100800,Diesel
873,Suzuki Dzire,Maruti,2016.0,325000.0,150000,Diesel
874,Elite i20,Hyundai,2018.0,510000.0,2100,Petrol
875,City VX Petrol,Honda,2016.0,860000.0,95000,Petrol
876,Suzuki Dzire,Maruti,2016.0,450000.0,2500,Diesel
877,Getz,Hyundai,2006.0,125000.0,80000,Petrol
878,Benz C Class 200 K MT,Mercedes,2006.0,500001.0,15000,Petrol
879,Suzuki Alto LXi BS III,Maruti,2005.0,95000.0,65000,Petrol
881,Fabia,Skoda,2009.0,110000.0,45000,Petrol
883,Suzuki Ritz VXI ABS,Maruti,2011.0,270000.0,50000,Petrol
885,Indica V2 DLE BS III,Tata,2009.0,110000.0,30000,Diesel
886,Corolla Altis,Toyota,2009.0,300000.0,132000,Petrol
888,Zest XM Diesel,Tata,2018.0,260000.0,27000,Diesel
889,Quanto C8,Mahindra,2013.0,390000.0,40000,Diesel
